step,car_index,x,y,speed,speed_kph,distance_travelled,total_reward,lap_count,next_goal_idx,progress_delta,checkpoints_reached,checkpoint_streak,heading_error_norm,goal_distance_norm,lateral_offset_norm,no_progress_steps,reverse_speed_steps,reverse_progress_events,heading_away_steps,wall_hugging_steps,done,collided,terminated_reason
1,0,1500.7543038178603,870.010886450219,0.31495162239999996,1.13382584064,0.24596759676933289,0.014014745131134987,0,1,0,0,0,0.0014080076335593124,-0.8858652811714959,-0.9405573818793085,0,0,0,0,0,False,False,
1,1,1501.1075337923069,869.9951021669743,-0.13785245897500004,-0.4962688523100001,0.10765473544597626,0.010608099400997162,0,1,0,0,0,0.0006110966589637377,-0.884922290214303,-0.9406358688250838,0,0,0,0,0,False,False,
1,2,1501.1075241630256,869.9948951374289,-0.13785245897500004,-0.4962688523100001,0.10766608268022537,0.00848956499248743,0,1,0,0,0,-0.0006110129913319422,-0.8849222599659534,-0.9406651410791148,0,0,0,0,0,False,False,
1,3,1501.0491259667606,869.9977367247756,-0.06297831937835266,-0.22672194976206958,0.04912419989705086,-0.004703063052147627,0,1,0,0,0,0.0002796495201936169,-0.8850783714781729,-0.9403211920942502,1,0,0,0,0,False,False,
1,4,1500.7543317314057,870.0114991531136,0.31495162239999996,1.13382584064,0.24599529802799225,0.018589217215776443,0,1,0,0,0,-0.00018871584511543916,-0.8858653568021195,-0.9404916300792078,0,0,0,0,0,False,False,
1,5,1500.9288527232964,870.0032637601558,0.09120828763609942,0.32834983548995794,0.07124047726392746,-0.0014925599098205566,0,1,0,0,0,0.000406622021029711,-0.8853993438242911,-0.9402569982412635,1,0,0,0,0,False,False,
1,6,1501.0920820412898,869.9957931850798,-0.11804490132040868,-0.42496164475347126,0.09213731437921524,0.011312667280435562,0,1,0,0,0,0.0005237830795834953,-0.8849636698983904,-0.9405553701264985,0,0,0,0,0,False,False,
1,7,1500.86887867647,870.0061270656987,0.16809953008599895,0.6051583083095963,0.13124550879001617,0.017971761524677277,0,1,0,0,0,-0.0001376701924022604,-0.8855593573678081,-0.9403300538117791,0,0,0,0,0,False,False,
2,0,1500.7543038178603,870.010886450219,0.0,0.0,0.24596759676933289,0.01322932168841362,0,1,0,0,0,0.0014080076335593124,-0.8858652811714959,-0.9405573818793085,1,0,0,0,0,False,False,
2,1,1501.0457202727848,869.9979737469896,0.07924486710278716,0.2852815215700338,0.16948889195919037,0.013555102050304413,0,1,0,0,0,3.393722307849758e-05,-0.8850871812971588,-0.9402919198402192,1,0,0,0,0,False,False,
2,2,1501.2362903905187,869.9885379906298,-0.16510116605582198,-0.5943641978009592,0.23660659790039062,0.019992690533399582,0,1,0,0,0,-0.001808225296298676,-0.8845784198930061,-0.9414262196839214,0,0,0,0,0,False,False,
2,3,1501.1232513248622,869.9943022306245,-0.09502809477342679,-0.34210114118433643,0.12342160940170288,-0.013267433270812035,0,1,0,0,0,0.00011223971711918543,-0.8848802450680875,-0.9407310036506846,2,0,0,0,0,False,False,
2,4,1500.2671622255202,870.0323560661764,0.6244494496447341,2.248018018721043,0.7335029244422913,0.03499029576778412,0,1,0,0,0,0.00237635697479656,-0.8871653684402465,-0.9413790203182603,0,0,0,0,0,False,False,
2,5,1500.6132363067734,870.0180949551507,0.404630019486799,1.4566680701524763,0.3871406018733978,0.007301607169210911,0,1,0,0,0,-0.00030582585855509276,-0.886241744046448,-0.9406824285748425,0,0,0,0,0,False,False,
2,6,1501.2902468616344,869.9871851391259,-0.25401271645540746,-0.9144457792394669,0.29056620597839355,0.021449772641062737,0,1,0,0,0,0.0019422203409751168,-0.8844345286900142,-0.941587217081092,0,0,0,0,0,False,False,
2,7,1500.4942617533488,870.0225192042869,0.4802001683322312,1.7287206059960325,0.5062388777732849,0.03291293978691101,0,1,0,0,0,0.0017649997939713558,-0.8865593361133091,-0.9409755048691993,0,0,0,0,0,False,False,
3,0,1500.8501798835086,870.0066049310335,-0.12290296487996416,-0.442450673567871,0.34200993180274963,0.026625370606780052,0,1,0,0,0,0.0011839205323238072,-0.8856091687627922,-0.9404039598213157,0,0,0,0,0,False,False,
3,1,1500.943324451104,870.0027268917622,0.13127111558953639,0.472576016122331,0.2720164656639099,0.023383136838674545,0,1,0,0,0,5.697744320956291e-05,-0.8853605881808998,-0.9402204686693691,0,0,0,0,0,False,False,
3,2,1501.201712495563,869.9902322706041,0.04433419415385905,0.15960309895389257,0.27131664752960205,0.02012326754629612,0,1,0,0,0,-0.0015741870712228472,-0.8846709797146022,-0.9412213139057042,1,0,0,0,0,False,False,
3,3,1501.2336773897332,869.9891923135137,-0.14156491384939585,-0.5096336898578251,0.23389220237731934,-0.0025397073477506638,0,1,0,0,0,0.00014966207019774123,-0.8845856568074586,-0.9413457209853361,0,0,0,0,0,False,False,
3,4,1499.8174404642696,870.052413526723,0.5764942156367033,2.075379176292132,1.1837799549102783,0.04808299243450165,0,1,0,0,0,0.0012537785963975996,-0.8883661051134267,-0.9421039874241366,0,0,0,0,0,False,False,
3,5,1500.0573937038644,870.0421268592478,0.7124869338191548,2.5649529617489577,0.9435687065124512,0.018444571644067764,0,1,0,0,0,0.0021078292247905337,-0.8877255443973999,-0.9416721001858902,0,0,0,0,0,False,False,
3,6,1501.2395484510648,869.9893945684031,0.064986912612263,0.2339528854041468,0.34139496088027954,0.0213449839502573,0,1,0,0,0,0.001855012785070029,-0.8845700713591738,-0.9413237667948128,1,0,0,0,0,False,False,
3,7,1499.8803723100707,870.0441141359025,0.7866440288767814,2.831918503956413,1.1205105781555176,0.05096942558884621,0,1,0,0,0,0.007324151176296962,-0.8881972875194291,-0.9426617682236648,0,0,0,0,0,False,False,
4,0,1501.0518927595858,869.9978503873424,-0.2585602810885751,-0.9308170119188703,0.5438588857650757,0.03640982136130333,0,1,0,0,0,0.0019721973873970456,-0.8850709077061057,-0.9403065559672348,0,0,0,0,0,False,False,
4,1,1500.7284824904075,870.0131035560938,0.27545117125229157,0.9916242165082497,0.48711061477661133,0.032242804765701294,0,1,0,0,0,-0.0011427264140757465,-0.8859341716926803,-0.9404697116214165,0,0,0,0,0,False,False,
4,2,1500.9862947691524,870.0000535129946,0.27615434194777505,0.9941556310119902,0.4868727922439575,0.03570810332894325,0,1,0,0,0,0.000592953139148891,-0.8852457958464997,-0.9402423871271604,0,0,0,0,0,False,False,
4,3,1501.1060185502288,869.9949589342046,0.16364889581293104,0.5891360249265518,0.3615846335887909,0.010275540873408318,0,1,0,0,0,0.0008529127880437828,-0.88492616955956,-0.9406578230156071,0,0,0,0,0,False,False,
4,4,1499.7740367904275,870.0543543617949,0.05563906098560881,0.2003006195481917,1.2271589040756226,0.047745753079652786,0,1,0,0,0,0.0011809371471309129,-0.888481782190394,-0.9421705860899849,1,0,0,0,0,False,False,
4,5,1499.8059555448963,870.0529804847181,0.3222960415517404,1.1602657495862656,1.195268154144287,0.03278478980064392,0,1,0,0,0,0.0021644103862690322,-0.8883967390887012,-0.9421185985382396,0,0,0,0,0,False,False,
4,6,1501.2395484510648,869.9893945684031,0.0,0.0,0.34139496088027954,0.022880468517541885,0,1,0,0,0,0.001855012785070029,-0.8845700713591738,-0.9413237667948128,2,0,0,0,0,False,False,
4,7,1499.563330639379,870.0534673426583,0.4061858617078608,1.462269102148299,1.4376647472381592,0.06883823871612549,0,1,0,0,0,0.011017196701435713,-0.8890429054885213,-0.9437464174362925,0,0,0,0,0,False,False,
5,0,1501.357885278366,869.9851553826643,-0.39219657554712517,-1.4119076719696506,0.8501523733139038,0.04339497163891792,0,1,0,0,0,0.003165383053204904,-0.8842541352632629,-0.941828713176848,0,1,0,0,0,False,False,
5,1,1500.2716618780296,870.0345903921096,0.5856593911562642,2.1083738081625514,0.9445246458053589,0.044074609875679016,0,1,0,0,0,-0.0003437915912728487,-0.8871539422202563,-0.9410777862411944,0,0,0,0,0,False,False,
5,2,1500.6960882523913,870.0128842239296,0.37200669509835055,1.339224102354062,0.7774388194084167,0.049422673881053925,0,1,0,0,0,0.0014794940438201188,-0.8860206364361597,-0.9407262619171519,0,0,0,0,0,False,False,
5,3,1500.7409916477293,870.0119455660105,0.46796583716980417,1.684677013811295,0.7270938158035278,0.017274335026741028,0,1,0,0,0,-1.3763766470889196e-05,-0.8859008607521469,-0.940520852307414,0,0,0,0,0,False,False,
5,4,1499.7740367904275,870.0543543617949,0.0,0.0,1.2271589040756226,0.04866662994027138,0,1,0,0,0,0.0011809371471309129,-0.888481782190394,-0.9421705860899849,2,0,0,0,0,False,False,
5,5,1499.8059555448963,870.0529804847181,0.0,0.0,1.195268154144287,0.033939801156520844,0,1,0,0,0,0.0021644103862690322,-0.8883967390887012,-0.9421185985382396,1,0,0,0,0,False,False,
5,6,1501.3470967339972,869.9848259696581,-0.13785245897500004,-0.4962688523100001,0.44903630018234253,0.03209354355931282,0,1,0,0,0,0.002548015192241198,-0.8842830300321081,-0.9418726215578945,0,0,0,0,0,False,False,
