step,alive_cars,moving_cars,avg_current_speed,avg_current_speed_kph,avg_distance_travelled,max_distance_travelled,avg_checkpoints_reached,max_checkpoints_reached,dominant_termination_reason,best_car_index,best_car_speed,best_car_speed_kph,best_car_distance,best_car_checkpoints,best_car_reward,best_car_x,best_car_y
26,8,8,0.6152331829071045,2.214839458465576,7.498393535614014,11.841856002807617,0.0,0,none,6,1.5417536497116089,5.550313138961792,11.841856002807617,0,0.36543479561805725,1491.3309828472206,869.8161365664871
27,8,8,0.6852607727050781,2.4669387340545654,8.060392379760742,12.818673133850098,0.0,0,none,6,1.2510371208190918,4.5037336349487305,12.818673133850098,0,0.3786430060863495,1490.3566542345404,869.7452862800263
28,8,8,0.877227783203125,3.15802001953125,8.745428085327148,13.790923118591309,0.0,0,none,6,1.2451040744781494,4.482374668121338,13.790923118591309,0,0.3916884958744049,1489.3875168440736,869.6673232768293
29,8,8,0.7962706685066223,2.866574287414551,9.367204666137695,14.932848930358887,0.0,0,none,7,1.8227862119674683,6.562030363082886,14.932848930358887,0,0.3928419351577759,1486.620009119968,870.5113687430752
30,8,8,0.8123334646224976,2.9244003295898438,10.028461456298828,16.04474449157715,0.0,0,none,6,1.5877602100372314,5.715936756134034,16.04474449157715,0,0.42553550004959106,1487.140311426268,869.4961944766766
31,8,8,0.8732389807701111,3.143660306930542,10.736836433410645,17.2525634765625,0.0,0,none,6,1.5468438863754272,5.568637990951538,17.2525634765625,0,0.4421117901802063,1485.9346741160289,869.4224785625154
32,8,8,0.9545944333076477,3.436539888381958,11.51527214050293,18.472707748413086,0.0,0,none,7,1.7695363759994507,6.370330953598023,18.472707748413086,0,0.4398297965526581,1483.0818316510724,870.4081867250393
33,8,8,0.8745747208595276,3.1484689712524414,12.243871688842773,20.0715274810791,0.0,0,none,7,2.047602891921997,7.37137041091919,20.0715274810791,0,0.4586540162563324,1481.4839539399823,870.3505170773367
34,8,8,1.032753586769104,3.7179129123687744,13.071331024169922,21.882001876831055,0.0,0,none,7,2.3184924125671387,8.3465726852417,21.882001876831055,0,0.48118364810943604,1479.6744080604367,870.2933624503224
35,8,8,1.083393931388855,3.9002180099487305,13.943510055541992,23.78619384765625,0.0,0,none,7,2.4384877681732178,8.778555965423584,23.78619384765625,0,0.5008902549743652,1477.77039768623,870.2703443914218
36,8,8,0.968635082244873,3.487086296081543,14.699874877929688,25.25482940673828,0.0,0,none,7,1.880782961845398,6.770818662643433,25.25482940673828,0,0.517985463142395,1476.3017521764434,870.2657132769798
37,8,8,0.9345008134841919,3.3642027378082275,15.454517364501953,26.29804229736328,0.0,0,none,7,1.3358798027038574,4.809167289733887,26.29804229736328,0,0.5386561751365662,1475.25859993011,870.2664994461948
38,8,8,0.6967425346374512,2.508273124694824,15.998577117919922,26.924270629882812,0.0,0,none,7,0.8020269274711609,2.887296938896179,26.924270629882812,0,0.5563007593154907,1474.632326445586,870.2696206873235
39,8,8,0.6554648876190186,2.359673500061035,16.53733253479004,27.260955810546875,0.0,0,none,7,0.43116071820259094,1.5521785855293275,27.260955810546875,0,0.5705289840698242,1474.2956596482632,870.272799999201
40,8,8,0.6288880109786987,2.2639968395233154,17.04250717163086,27.797149658203125,0.0,0,none,7,0.6867314577102661,2.472233247756958,27.797149658203125,0,0.5850171446800232,1473.7594716480787,870.2809617051673
41,8,8,0.49958744645118713,1.798514723777771,17.452072143554688,28.385900497436523,0.0,0,none,6,0.9001626372337341,3.240585494041443,28.385900497436523,0,0.5985267758369446,1474.8056197422989,869.3659335941666
42,8,8,0.48324039578437805,1.7396653890609741,17.847537994384766,28.888586044311523,0.0,0,none,6,0.6436341404914856,2.317082905769348,28.888586044311523,0,0.6149828433990479,1474.3036327388586,869.3906799982647
43,8,8,0.5933688879013062,2.1361279487609863,18.318519592285156,29.628009796142578,0.0,0,none,6,0.9469273090362549,3.4089383125305175,29.628009796142578,0,0.6316919922828674,1473.5649798988775,869.4245734144171
44,8,8,0.6667770147323608,2.400397300720215,18.857152938842773,30.491107940673828,0.0,0,none,6,1.1053599119186401,3.9792956829071047,30.491107940673828,0,0.6485000848770142,1472.7023830875175,869.4553526530337
45,8,8,0.7837882041931152,2.8216373920440674,19.46921157836914,31.58363914489746,0.0,0,none,6,1.399051547050476,5.036585569381714,31.58363914489746,0,0.6647528409957886,1471.6101466133757,869.4784998197556
46,8,8,0.8111870288848877,2.9202733039855957,20.10264015197754,32.70841598510742,0.0,0,none,7,1.6503626108169556,5.94130539894104,32.70841598510742,0,0.682257354259491,1468.849025745488,870.3638641364231
47,8,8,0.7677593231201172,2.7639334201812744,20.702144622802734,33.824607849121094,0.0,0,none,7,1.4293874502182007,5.145794820785523,33.824607849121094,0,0.6927647590637207,1467.7329594555579,870.3790952278031
48,8,8,0.5175663828849792,1.8632389307022095,21.123592376708984,34.79336929321289,0.0,0,none,6,1.3464971780776978,4.847389841079712,34.79336929321289,0,0.7061365842819214,1468.40103305759,869.5412150006554
49,8,8,0.5744287967681885,2.067943572998047,21.572160720825195,36.06991958618164,0.0,0,none,6,1.6347633600234985,5.8851480960845945,36.06991958618164,0,0.7244951128959656,1467.1246754720182,869.5629567427266
50,8,8,0.39103779196739197,1.40773606300354,21.879390716552734,37.18191909790039,0.0,0,none,6,1.424140214920044,5.126904773712158,37.18191909790039,0,0.7422575950622559,1466.0126621640554,869.5744544581147
51,8,8,0.4732450842857361,1.70368230342865,22.265674591064453,37.96658706665039,0.0,0,none,6,1.0047801733016968,3.6172086238861083,37.96658706665039,0,0.7537569999694824,1465.2280563769825,869.5747217778936
52,8,8,0.5531426668167114,1.9913135766983032,22.70013999938965,38.98221206665039,0.0,0,none,6,1.3006515502929688,4.682345581054688,38.98221206665039,0,0.7567538022994995,1464.212414055603,869.5764502163856
53,8,8,0.5684250593185425,2.046330213546753,23.146865844726562,40.14129638671875,0.0,0,none,6,1.4843895435333252,5.343802356719971,40.14129638671875,0,0.7622567415237427,1463.0533207619562,869.5686076519078
54,8,8,0.5645604133605957,2.0324175357818604,23.587722778320312,41.52305221557617,0.0,0,none,6,1.7694264650344849,6.3699352741241455,41.52305221557617,0,0.7739088535308838,1461.6717867569532,869.547351699312
55,8,8,0.5816925764083862,2.0940933227539062,24.068866729736328,43.121849060058594,0.0,0,none,6,2.0474958419799805,7.37098503112793,43.121849060058594,0,0.7784594297409058,1460.0739696556566,869.4903269283915
56,8,8,0.6971580386161804,2.5097689628601074,24.623361587524414,44.90987777709961,0.0,0,none,6,2.289715528488159,8.242975902557374,44.90987777709961,0,0.7759342789649963,1458.2898405371368,869.3730851040298
57,8,8,0.8652382493019104,3.1148576736450195,25.3071231842041,46.90423583984375,0.0,0,none,6,2.5540502071380615,9.194580745697023,46.90423583984375,0,0.7698211669921875,1456.3023809942738,869.2069763254144
58,8,8,1.0992231369018555,3.9572031497955322,26.16547966003418,48.86536407470703,0.125,1,none,6,2.511399984359741,9.041039943695068,48.86536407470703,1,3.9873604774475098,1454.3471026030174,869.056180715116
59,8,8,1.1736093759536743,4.224993705749512,27.081928253173828,50.627079010009766,0.125,1,none,6,2.2561471462249756,8.122129726409913,50.627079010009766,1,4.004636287689209,1452.5896072827247,868.9336067958668
60,0,8,1.263250708580017,4.547702312469482,28.068359375,52.37821578979492,0.125,1,max_steps,6,2.242570400238037,8.073253440856934,52.37821578979492,1,4.025661945343018,1450.8421459227081,868.819807970141
