training_iteration,episode_reward_mean,episode_len_mean,timesteps_total,time_total_s,evaluation_episode_reward_mean,evaluation_episode_len_mean
1.0,-15.552622626552413,61.333333333333336,256.0,35.44372034072876,-20.99620614229086,263.0
