step,car_index,x,y,heading_deg,speed,speed_kph,distance_travelled,lap_count,next_goal_idx,current_checkpoint_index,progress_delta,positive_progress_total,time_since_last_checkpoint,throttle,brake,steering,minimum_wall_distance_ratio,heading_error_norm,goal_distance_norm,lateral_offset_norm,no_progress_steps,reverse_speed_steps,reverse_progress_events,heading_away_steps,wall_hugging_steps,moving,alive,termination_reason
1,0,1500.9993896484375,870.0,-177.33724975585938,0.04707026109099388,0.16945293545722961,0.0006125983200035989,0,1,0,0,0,1,0.17686724662780762,0.0,-0.7843320369720459,0.018783658742904663,3.051757857974735e-06,-0.8852109909057617,-0.9401547312736511,1,0,0,0,0,False,True,active
1,1,1501.0009765625,869.9999389648438,-177.33680725097656,-0.07945288717746735,-0.2860303819179535,0.0010340437293052673,0,1,0,0,0,1,-0.79612135887146,0.79612135887146,-0.3913601040840149,0.018783628940582275,-2.0345053144410485e-06,-0.8852067589759827,-0.9401547312736511,1,0,0,0,0,False,True,active
1,2,1500.998779296875,870.0000610351562,-177.33642578125,0.09051807224750519,0.3258650600910187,0.0011780521599575877,0,1,0,0,0,1,0.34012317657470703,0.0,0.949439287185669,0.01878383755683899,-6.442599897127366e-06,-0.8852126598358154,-0.9401547312736511,1,0,0,0,0,False,True,active
1,3,1501.0010986328125,869.9999389648438,-177.33705139160156,-0.07985957711935043,-0.2874944806098938,0.001039336551912129,0,1,0,0,0,1,-0.8001964688301086,0.8001964688301086,0.07668483257293701,0.0187835693359375,5.086263286102621e-07,-0.8852064609527588,-0.9401547312736511,1,0,0,0,0,False,True,active
1,4,1501.000732421875,869.9999389648438,-177.3372802734375,-0.05923594906926155,-0.21324941515922546,0.0007709293277002871,0,1,0,0,0,1,-0.5935466885566711,0.5935466885566711,0.6848002672195435,0.0187835693359375,3.3908420391526306e-06,-0.8852074146270752,-0.9401547312736511,1,0,0,0,0,False,True,active
1,5,1500.9991455078125,870.0000610351562,-177.33682250976562,0.06912179291248322,0.24883845448493958,0.000899589154869318,0,1,0,0,0,1,0.25972628593444824,0.0,0.4076519012451172,0.018783777952194214,-2.373589495618944e-06,-0.8852116465568542,-0.9401473999023438,1,0,0,0,0,False,True,active
1,6,1500.996826171875,870.0001220703125,-177.3385467529297,0.2440813034772873,0.8786926865577698,0.003176608821377158,0,1,0,0,0,1,0.9171403646469116,0.0,-0.9488653540611267,0.018783599138259888,1.7462836694903672e-05,-0.8852178454399109,-0.9401620030403137,0,0,0,0,0,False,True,active
1,7,1501.0003662109375,870.0,-177.33688354492188,-0.02818882465362549,-0.10147976875305176,0.0003668649005703628,0,1,0,0,0,1,-0.28245317935943604,0.28245317935943604,-0.6204659938812256,0.01878371834754944,-1.5258789289873675e-06,-0.8852083683013916,-0.9401473999023438,1,0,0,0,0,False,True,active
2,0,1500.99755859375,870.0000610351562,-177.33709716796875,0.1367267519235611,0.4922162890434265,0.002392035676166415,0,1,0,0,0,2,0.33723974227905273,0.0,0.6454422473907471,0.018783658742904663,1.864963110165263e-06,-0.8852158784866333,-0.9401620030403137,0,0,0,0,0,False,True,active
2,1,1501.0025634765625,869.9998779296875,-177.33714294433594,-0.12200568616390228,-0.43922045826911926,0.002621893072500825,0,1,0,0,0,2,-0.4279738664627075,0.4279738664627075,0.6556273698806763,0.018783509731292725,1.5258789289873675e-06,-0.8852025270462036,-0.9401473999023438,0,0,0,0,0,False,True,active
