step,alive_cars,moving_cars,avg_current_speed,avg_current_speed_kph,avg_distance_travelled,max_distance_travelled,avg_checkpoints_reached,max_checkpoints_reached,dominant_termination_reason,best_car_index,checkpoint_death_distribution
1,8,0,0.025506773963570595,0.09182438254356384,0.0011347528779879212,0.003176608821377158,0.0,0,active,6,{}
2,8,0,0.062049999833106995,0.2233799695968628,0.003340786788612604,0.005807507783174515,0.0,0,active,2,{}
3,8,0,0.029757851734757423,0.10712826251983643,0.005372272338718176,0.00805808138102293,0.0,0,active,7,{}
4,8,0,0.07581931352615356,0.2729495167732239,0.007190973963588476,0.009656094014644623,0.0,0,active,7,{}
5,8,0,0.05559957027435303,0.20015843212604523,0.009172653779387474,0.011540311388671398,0.0,0,active,7,{}
6,8,0,0.13550066947937012,0.4878023862838745,0.012085291557013988,0.014813539572060108,0.0,0,active,2,{}
7,8,0,0.17781169712543488,0.6401219964027405,0.014866536483168602,0.02209385111927986,0.0,0,active,2,{}
8,8,0,0.17046687006950378,0.6136807203292847,0.017519511282444,0.02645842358469963,0.0,0,active,2,{}
9,8,0,0.15154972672462463,0.5455789566040039,0.02069278433918953,0.0277224313467741,0.0,0,active,2,{}
10,8,0,0.12545230984687805,0.45162826776504517,0.024155747145414352,0.032939277589321136,0.0,0,active,7,{}
11,8,0,0.15025100111961365,0.540903627872467,0.027463525533676147,0.03774416819214821,0.0,0,active,5,{}
12,8,0,0.20350508391857147,0.7326182126998901,0.03065309301018715,0.042041245847940445,0.0,0,active,7,{}
13,8,1,0.33181625604629517,1.1945384740829468,0.03516123443841934,0.053575076162815094,0.0,0,active,0,{}
14,8,1,0.2739640474319458,0.986270546913147,0.03948383778333664,0.06922248750925064,0.0,0,active,0,{}
15,8,1,0.09000253677368164,0.32400912046432495,0.042046040296554565,0.08158614486455917,0.0,0,active,0,{}
16,8,1,0.06314972788095474,0.2273390144109726,0.04497402161359787,0.09448632597923279,0.0,0,active,0,{}
17,8,1,0.028277112171053886,0.10179761797189713,0.04751214757561684,0.10579533129930496,0.0,0,active,0,{}
18,8,0,0.025282301008701324,0.09101629257202148,0.04980192333459854,0.11162300407886505,0.0,0,active,0,{}
19,8,0,0.03678722679615021,0.13243402540683746,0.05183436721563339,0.11983326822519302,0.0,0,active,0,{}
20,8,0,0.016123641282320023,0.05804511159658432,0.05414361134171486,0.12632742524147034,0.0,0,active,0,{}
21,8,0,0.0507817342877388,0.18281425535678864,0.05699915811419487,0.13475263118743896,0.0,0,active,0,{}
22,8,0,0.027576295658946037,0.09927462786436081,0.059315040707588196,0.13941654562950134,0.0,0,active,0,{}
23,8,0,0.010104894638061523,0.03637762740254402,0.06258264929056168,0.145256906747818,0.0,0,active,0,{}
24,8,0,0.020455753430724144,0.07364068180322647,0.06647291034460068,0.15276385843753815,0.0,0,active,0,{}
25,8,0,0.011212365701794624,0.04036448523402214,0.06934064626693726,0.15869589149951935,0.0,0,active,0,{}
26,8,0,0.06708236783742905,0.24149656295776367,0.07104089856147766,0.1592457890510559,0.0,0,active,0,{}
27,8,0,0.14900018274784088,0.5364006757736206,0.07379637658596039,0.16196799278259277,0.0,0,active,0,{}
28,8,0,0.07571250200271606,0.27256500720977783,0.07599323242902756,0.162200465798378,0.0,0,active,0,{}
29,8,0,-0.04050571471452713,-0.14582058787345886,0.07765974849462509,0.16264915466308594,0.0,0,active,0,{}
30,8,0,-0.06258136034011841,-0.22529292106628418,0.07936403155326843,0.163222536444664,0.0,0,active,0,{}
31,8,0,-0.06811639666557312,-0.24521902203559875,0.08087724447250366,0.164988175034523,0.0,0,active,0,{}
32,8,0,-0.037643469870090485,-0.13551649451255798,0.0823623389005661,0.1652279943227768,0.0,0,active,0,{}
33,8,0,0.09912265092134476,0.3568415641784668,0.08455110341310501,0.1674855649471283,0.0,0,active,0,{}
34,8,0,0.05405065789818764,0.19458237290382385,0.08676150441169739,0.16823220252990723,0.0,0,active,0,{}
35,8,0,-0.02929854951798916,-0.10547477751970291,0.0888148695230484,0.17022791504859924,0.0,0,active,0,{}
36,8,0,-0.016454583033919334,-0.05923650413751602,0.09116174280643463,0.17300070822238922,0.0,0,active,0,{}
37,8,0,0.09440257400274277,0.3398492634296417,0.09453710913658142,0.17678359150886536,0.0,0,active,0,{}
38,8,1,0.1468728482723236,0.528742253780365,0.09783380478620529,0.1789281964302063,0.0,0,active,0,{}
39,8,1,0.14832556247711182,0.5339720249176025,0.10119125992059708,0.17995932698249817,0.0,0,active,0,{}
40,0,1,0.10850049555301666,0.3906018137931824,0.10416926443576813,0.18230034410953522,0.0,0,max_steps,0,{'0': 8}
