step,car_index,x,y,speed,distance_travelled,total_reward,lap_count,next_goal_idx,progress_delta,checkpoints_reached,checkpoint_streak,heading_error_norm,goal_distance_norm,lateral_offset_norm,no_progress_steps,reverse_speed_steps,reverse_progress_events,heading_away_steps,wall_hugging_steps,done,collided,terminated_reason
1,0,1500.9435700660194,870.0026244439421,0.05649092984770854,0.05645751953125,0.0031518391333520412,0,1,0,0,0,2.2771704711506877e-06,-0.8853599227185378,-0.9402277724397841,1,0,0,0,0,False,False,
1,1,1500.9435700660194,870.0026244439421,0.05649092984770854,0.05645751953125,0.0031518391333520412,0,1,0,0,0,2.2771704711506877e-06,-0.8853599227185378,-0.9402277724397841,1,0,0,0,0,False,False,
1,2,1500.9435700660194,870.0026244439421,0.05649092984770854,0.05645751953125,0.0031518391333520412,0,1,0,0,0,2.2771704711506877e-06,-0.8853599227185378,-0.9402277724397841,1,0,0,0,0,False,False,
1,3,1500.9435700660194,870.0026244439421,0.05649092984770854,0.05645751953125,0.0031518391333520412,0,1,0,0,0,2.2771704711506877e-06,-0.8853599227185378,-0.9402277724397841,1,0,0,0,0,False,False,
1,4,1500.9435700660194,870.0026244439421,0.05649092984770854,0.05645751953125,0.0031518391333520412,0,1,0,0,0,2.2771704711506877e-06,-0.8853599227185378,-0.9402277724397841,1,0,0,0,0,False,False,
1,5,1500.9435700660194,870.0026244439421,0.05649092984770854,0.05645751953125,0.0031518391333520412,0,1,0,0,0,2.2771704711506877e-06,-0.8853599227185378,-0.9402277724397841,1,0,0,0,0,False,False,
1,6,1500.9435700660194,870.0026244439421,0.05649092984770854,0.05645751953125,0.0031518391333520412,0,1,0,0,0,2.2771704711506877e-06,-0.8853599227185378,-0.9402277724397841,1,0,0,0,0,False,False,
1,7,1500.9435700660194,870.0026244439421,0.05649092984770854,0.05645751953125,0.0031518391333520412,0,1,0,0,0,2.2771704711506877e-06,-0.8853599227185378,-0.9402277724397841,1,0,0,0,0,False,False,
2,0,1500.8315752862707,870.0078318278336,0.11211577738197773,0.16863809525966644,0.021507814526557922,0,1,0,0,0,9.841184993004188e-06,-0.8856590709113903,-0.9403893487072126,0,0,0,0,0,False,False,
2,1,1500.8315752862707,870.0078318278336,0.11211577738197773,0.16863809525966644,0.021507814526557922,0,1,0,0,0,9.841184993004188e-06,-0.8856590709113903,-0.9403893487072126,0,0,0,0,0,False,False,
2,2,1500.8315752862707,870.0078318278336,0.11211577738197773,0.16863809525966644,0.021507814526557922,0,1,0,0,0,9.841184993004188e-06,-0.8856590709113903,-0.9403893487072126,0,0,0,0,0,False,False,
2,3,1500.8315752862707,870.0078318278336,0.11211577738197773,0.16863809525966644,0.021507814526557922,0,1,0,0,0,9.841184993004188e-06,-0.8856590709113903,-0.9403893487072126,0,0,0,0,0,False,False,
2,4,1500.8315752862707,870.0078318278336,0.11211577738197773,0.16863809525966644,0.021507814526557922,0,1,0,0,0,9.841184993004188e-06,-0.8856590709113903,-0.9403893487072126,0,0,0,0,0,False,False,
2,5,1500.8315752862707,870.0078318278336,0.11211577738197773,0.16863809525966644,0.021507814526557922,0,1,0,0,0,9.841184993004188e-06,-0.8856590709113903,-0.9403893487072126,0,0,0,0,0,False,False,
2,6,1500.8315752862707,870.0078318278336,0.11211577738197773,0.16863809525966644,0.021507814526557922,0,1,0,0,0,9.841184993004188e-06,-0.8856590709113903,-0.9403893487072126,0,0,0,0,0,False,False,
2,7,1500.8315752862707,870.0078318278336,0.11211577738197773,0.16863809525966644,0.021507814526557922,0,1,0,0,0,9.841184993004188e-06,-0.8856590709113903,-0.9403893487072126,0,0,0,0,0,False,False,
3,0,1500.6648862341522,870.0155788862997,0.16686898157259084,0.33544427156448364,0.040038175880908966,0,1,0,0,0,2.2880614243250523e-05,-0.8861038873880704,-0.9406239805451568,0,0,0,0,0,False,False,
3,1,1500.6648862341522,870.0155788862997,0.16686898157259084,0.33544427156448364,0.040038175880908966,0,1,0,0,0,2.2880614243250523e-05,-0.8861038873880704,-0.9406239805451568,0,0,0,0,0,False,False,
3,2,1500.6648862341522,870.0155788862997,0.16686898157259084,0.33544427156448364,0.040038175880908966,0,1,0,0,0,2.2880614243250523e-05,-0.8861038873880704,-0.9406239805451568,0,0,0,0,0,False,False,
3,3,1500.6648862341522,870.0155788862997,0.16686898157259084,0.33544427156448364,0.040038175880908966,0,1,0,0,0,2.2880614243250523e-05,-0.8861038873880704,-0.9406239805451568,0,0,0,0,0,False,False,
3,4,1500.6648862341522,870.0155788862997,0.16686898157259084,0.33544427156448364,0.040038175880908966,0,1,0,0,0,2.2880614243250523e-05,-0.8861038873880704,-0.9406239805451568,0,0,0,0,0,False,False,
3,5,1500.6648862341522,870.0155788862997,0.16686898157259084,0.33544427156448364,0.040038175880908966,0,1,0,0,0,2.2880614243250523e-05,-0.8861038873880704,-0.9406239805451568,0,0,0,0,0,False,False,
3,6,1500.6648862341522,870.0155788862997,0.16686898157259084,0.33544427156448364,0.040038175880908966,0,1,0,0,0,2.2880614243250523e-05,-0.8861038873880704,-0.9406239805451568,0,0,0,0,0,False,False,
3,7,1500.6648862341522,870.0155788862997,0.16686898157259084,0.33544427156448364,0.040038175880908966,0,1,0,0,0,2.2880614243250523e-05,-0.8861038873880704,-0.9406239805451568,0,0,0,0,0,False,False,
4,0,1500.4443739150643,870.0258208201344,0.2207500398146414,0.5562635064125061,0.058739520609378815,0,1,0,0,0,4.2039832277396275e-05,-0.8866927387399787,-0.94093167152689,0,0,0,0,0,False,False,
4,1,1500.4443739150643,870.0258208201344,0.2207500398146414,0.5562635064125061,0.058739520609378815,0,1,0,0,0,4.2039832277396275e-05,-0.8866927387399787,-0.94093167152689,0,0,0,0,0,False,False,
4,2,1500.4443739150643,870.0258208201344,0.2207500398146414,0.5562635064125061,0.058739520609378815,0,1,0,0,0,4.2039832277396275e-05,-0.8866927387399787,-0.94093167152689,0,0,0,0,0,False,False,
4,3,1500.4443739150643,870.0258208201344,0.2207500398146414,0.5562635064125061,0.058739520609378815,0,1,0,0,0,4.2039832277396275e-05,-0.8866927387399787,-0.94093167152689,0,0,0,0,0,False,False,
4,4,1500.4443739150643,870.0258208201344,0.2207500398146414,0.5562635064125061,0.058739520609378815,0,1,0,0,0,4.2039832277396275e-05,-0.8866927387399787,-0.94093167152689,0,0,0,0,0,False,False,
4,5,1500.4443739150643,870.0258208201344,0.2207500398146414,0.5562635064125061,0.058739520609378815,0,1,0,0,0,4.2039832277396275e-05,-0.8866927387399787,-0.94093167152689,0,0,0,0,0,False,False,
4,6,1500.4443739150643,870.0258208201344,0.2207500398146414,0.5562635064125061,0.058739520609378815,0,1,0,0,0,4.2039832277396275e-05,-0.8866927387399787,-0.94093167152689,0,0,0,0,0,False,False,
4,7,1500.4443739150643,870.0258208201344,0.2207500398146414,0.5562635064125061,0.058739520609378815,0,1,0,0,0,4.2039832277396275e-05,-0.8866927387399787,-0.94093167152689,0,0,0,0,0,False,False,
5,0,1500.1709090904033,870.0385114724421,0.2737591331496438,0.8299955725669861,0.07760894298553467,0,1,0,0,0,6.728233712433646e-05,-0.8874226908813129,-0.9413124180791387,0,0,0,0,0,False,False,
5,1,1500.1709090904033,870.0385114724421,0.2737591331496438,0.8299955725669861,0.07760894298553467,0,1,0,0,0,6.728233712433646e-05,-0.8874226908813129,-0.9413124180791387,0,0,0,0,0,False,False,
5,2,1500.1709090904033,870.0385114724421,0.2737591331496438,0.8299955725669861,0.07760894298553467,0,1,0,0,0,6.728233712433646e-05,-0.8874226908813129,-0.9413124180791387,0,0,0,0,0,False,False,
5,3,1500.1709090904033,870.0385114724421,0.2737591331496438,0.8299955725669861,0.07760894298553467,0,1,0,0,0,6.728233712433646e-05,-0.8874226908813129,-0.9413124180791387,0,0,0,0,0,False,False,
5,4,1500.1709090904033,870.0385114724421,0.2737591331496438,0.8299955725669861,0.07760894298553467,0,1,0,0,0,6.728233712433646e-05,-0.8874226908813129,-0.9413124180791387,0,0,0,0,0,False,False,
