step,car_index,x,y,speed,distance_travelled,total_reward,lap_count,next_goal_idx,progress_delta,checkpoints_reached,checkpoint_streak,heading_error_norm,goal_distance_norm,lateral_offset_norm,no_progress_steps,reverse_speed_steps,reverse_progress_events,heading_away_steps,wall_hugging_steps,done,collided,terminated_reason
1,0,1501.137709692093,869.9937277476836,-0.13785245897500004,0.13783875107765198,0.0084973881021142,0,1,0,0,0,0.0006111187894627316,-0.8848417994697323,-0.9408041842857622,0,0,0,0,0,False,False,
1,1,1501.0214913149405,869.9989971676985,-0.02151469940518066,0.02150655724108219,-0.004798553418368101,0,1,0,0,0,-9.59927680924011e-05,-0.885152018543327,-0.9401675127605874,1,0,0,0,0,False,False,
1,2,1501.003542239338,869.9998353011588,-0.003546066163439573,0.003544771345332265,0.0009748892625793815,0,1,0,0,0,1.0400826911904915e-05,-0.8851999167372612,-0.9401474095255802,1,0,0,0,0,False,False,
1,3,1501.0329693707697,869.99845892466,-0.03300536808081403,0.032994285225868225,-0.004562373738735914,0,1,0,0,0,-0.0001468508770948852,-0.8851213845705587,-0.9402333753321572,1,0,0,0,0,False,False,
1,4,1501.1377013423812,869.9935470354214,-0.13785245897500004,0.13784721493721008,0.013741029426455498,0,1,0,0,0,-0.00022162687206825165,-0.8848417767837984,-0.9408261384762854,0,0,0,0,0,False,False,
1,5,1501.1377011095774,869.9935420694792,-0.13785245897500004,0.13784721493721008,0.01362726092338562,0,1,0,0,0,-0.0002445853969571014,-0.8848417767837984,-0.9408261384762854,0,0,0,0,0,False,False,
1,6,1501.1113313880423,869.9947349495819,-0.11145581509890042,0.11145179718732834,0.01126870233565569,0,1,0,0,0,-0.0004944724471294472,-0.8849121645938612,-0.9406797772061303,0,0,0,0,0,False,False,
1,7,1500.8532783608844,870.0067044527681,0.14687473939279505,0.1468820422887802,0.016060439869761467,0,1,0,0,0,0.0005203876411415978,-0.8856010546584493,-0.9403674338226945,0,0,0,0,0,False,False,
2,0,1501.1944670751598,869.9911725996013,-0.05681486877839534,0.1946592926979065,0.005982028320431709,0,1,0,0,0,0.0009455307586247525,-0.8846902781378074,-0.9411115429530879,1,0,0,0,0,False,False,
2,1,1500.7279743640936,870.0117050946907,0.29379191929473997,0.3152380585670471,0.010511994361877441,0,1,0,0,0,0.0020572505429154514,-0.8859352984227761,-0.94063859165926,0,0,0,0,0,False,False,
