training_iteration,episode_reward_mean,episode_len_mean,timesteps_total,time_total_s,evaluation_episode_reward_mean,evaluation_episode_len_mean,policy_entropy,value_loss,kl_value,sample_time_s,learner_update_time_s,sync_weights_time_s,samples_per_second,iteration_wall_time_s
1.0,0.5069096870084224,42.0,512.0,13.487332105636597,0.7713455892086403,42.0,2.6420531272888184,0.004184256307780743,0.009543363004922867,512.0,0.16990169999189675,0.0,37.88223003647656,13.515571799944155
