training_iteration,timesteps_total,episode_reward_mean,episode_len_mean,avg_speed_kph,avg_distance_travelled,avg_checkpoints_reached,alive_cars,samples_per_second,iteration_wall_time_s,policy_loss,value_loss,entropy
1,2048,0.009372197091579437,64.0,-0.47301584482192993,0.1365099549293518,0.0,32,420.7302504845595,4.867726999998922,0.009982121177017689,0.002332663534616586,687.2953872680664
