training_iteration,episode_reward_mean,episode_len_mean,timesteps_total,time_total_s,evaluation_episode_reward_mean,evaluation_episode_len_mean
1.0,0.0,0.0,512.0,90.34844470024109,3.6962517626160203,99.0
