step,alive_cars,moving_cars,avg_current_speed,avg_distance_travelled,max_distance_travelled,avg_checkpoints_reached,max_checkpoints_reached,dominant_termination_reason,best_car_index,best_car_speed,best_car_distance,best_car_checkpoints,best_car_reward,best_car_x,best_car_y
1,8,4,0.12280675023794174,0.1380588710308075,0.29964542388916016,0.0,0,none,7,0.29964256286621094,0.29964542388916016,0,0.018383102491497993,1500.7006864479338,870.014038078112
2,8,2,0.04672345891594887,0.21276649832725525,0.7012946605682373,0.0,0,none,5,0.473801851272583,0.7012946605682373,0,0.03614317625761032,1500.2995517094614,870.0345849993492
3,8,4,0.10442821681499481,0.3907233476638794,1.3339996337890625,0.0,0,none,5,0.6326661109924316,1.3339996337890625,0,0.055938296020030975,1499.66787841269,870.0700141537613
4,8,6,0.18685632944107056,0.5775635242462158,1.8471691608428955,0.0,0,none,5,0.5131869316101074,1.8471691608428955,0,0.07205265760421753,1499.1555321945448,870.0993766683806
5,8,4,0.17923656105995178,0.7567960023880005,2.4025237560272217,0.0,0,none,5,0.5553727149963379,2.4025237560272217,0,0.0909794270992279,1498.6010711119106,870.131184460572
6,8,6,0.2662374675273895,1.0325177907943726,3.1539411544799805,0.0,0,none,5,0.7514362335205078,3.1539411544799805,0,0.10925847291946411,1497.850684262291,870.1708827237586
7,8,7,0.3802192807197571,1.4127707481384277,3.6451218128204346,0.0,0,none,5,0.4911993145942688,3.6451218128204346,0,0.12836311757564545,1497.360064701662,870.1947407720786
8,8,6,0.28522175550460815,1.697990894317627,3.7793140411376953,0.0,0,none,5,0.1341688483953476,3.7793140411376953,0,0.14167386293411255,1497.226055596546,870.2012858402636
9,8,7,0.3499687910079956,2.0538926124572754,3.7793140411376953,0.0,0,none,5,0.0,3.7793140411376953,0,0.1436578929424286,1497.226055596546,870.2012858402636
10,8,6,0.27622848749160767,2.392407178878784,3.8773300647735596,0.0,0,none,5,-0.09804806113243103,3.8773300647735596,0,0.14121608436107635,1497.3239871105666,870.1965066720618
11,8,7,0.28172627091407776,2.717857837677002,4.052218437194824,0.0,0,none,5,-0.1748659461736679,4.052218437194824,0,0.15323764085769653,1497.4986480025889,870.1880407676896
12,8,7,0.2297099232673645,2.9475622177124023,5.0748372077941895,0.0,0,none,4,1.0948549509048462,5.0748372077941895,0,0.13157233595848083,1496.0690171256622,870.2460192947697
13,8,6,0.19348500669002533,3.144662618637085,6.238922595977783,0.0,0,none,4,1.164130687713623,6.238922595977783,0,0.14787401258945465,1494.9067397587958,870.3116809741317
14,8,6,0.22976535558700562,3.408235788345337,7.534298896789551,0.0,0,none,4,1.295438289642334,7.534298896789551,0,0.16848158836364746,1493.612977809672,870.3775634738811
15,8,8,0.2347559630870819,3.669002056121826,8.561391830444336,0.0,0,none,4,1.026978850364685,8.561391830444336,0,0.18717002868652344,1492.587333746398,870.4299075100628
16,8,6,0.24369463324546814,3.941344976425171,9.794649124145508,0.0,0,none,4,1.2333711385726929,9.794649124145508,0,0.20623329281806946,1491.3552874666045,870.4870580840629
17,8,7,0.32576438784599304,4.2671098709106445,11.107461929321289,0.0,0,none,4,1.3127483129501343,11.107461929321289,0,0.2264069765806198,1490.0438297081473,870.5452525342408
18,8,7,0.42634108662605286,4.718632698059082,12.70511245727539,0.0,0,none,4,1.5976423025131226,12.70511245727539,0,0.24750518798828125,1488.4482568372528,870.6265423261872
19,8,8,0.465658575296402,5.184267997741699,14.065445899963379,0.0,0,none,4,1.3603789806365967,14.065445899963379,0,0.2691381275653839,1487.090542470856,870.7116454719185
20,8,7,0.37511298060417175,5.559383392333984,15.312602996826172,0.0,0,none,4,1.2471214532852173,15.312602996826172,0,0.2896208167076111,1485.846807394487,870.803487032109
21,8,8,0.42559394240379333,6.00850772857666,16.698745727539062,0.0,0,none,4,1.3861768245697021,16.698745727539062,0,0.3070588707923889,1484.4642022555404,870.9029322736397
22,8,7,0.3093910217285156,6.324346542358398,18.265239715576172,0.0,0,none,4,1.5664817094802856,18.265239715576172,0,0.3236435055732727,1482.902815178305,871.0291673812806
23,8,7,0.32800769805908203,6.7201828956604,19.87810516357422,0.0,0,none,4,1.6128545999526978,19.87810516357422,0,0.34139999747276306,1481.2950355737562,871.157014469144
24,8,8,0.4131692945957184,7.133362770080566,21.472280502319336,0.0,0,none,4,1.594162106513977,21.472280502319336,0,0.3638107180595398,1479.7049637334305,871.2711388936298
25,8,8,0.45858991146087646,7.591939449310303,22.791793823242188,0.0,0,none,4,1.319534420967102,22.791793823242188,0,0.3814537823200226,1478.3890235304186,871.3684653726912
26,8,8,0.49870729446411133,8.090651512145996,24.275917053222656,0.0,0,none,4,1.4840794801712036,24.275917053222656,0,0.40158429741859436,1476.9092105362877,871.4809171560628
27,8,8,0.430847704410553,8.537662506103516,26.03079605102539,0.0,0,none,4,1.7548705339431763,26.03079605102539,0,0.42324790358543396,1475.1601927991794,871.6241215158865
28,8,8,0.46759751439094543,9.045256614685059,27.755952835083008,0.0,0,none,4,1.7251806259155273,27.755952835083008,0,0.44410794973373413,1473.442761314444,871.7874536687075
29,8,8,0.3832471966743469,9.50475025177002,28.9822940826416,0.0,0,none,4,1.2263166904449463,28.9822940826416,0,0.46331658959388733,1472.223060294728,871.9146624485161
30,8,8,0.4181809425354004,9.959041595458984,30.13247299194336,0.0,0,none,4,1.150185227394104,30.13247299194336,0,0.4818434715270996,1471.0796222114632,872.0390630283714
31,8,8,0.4448609948158264,10.45329475402832,31.303558349609375,0.0,0,none,4,1.1710851192474365,31.303558349609375,0,0.500226616859436,1469.9161689254017,872.1725423602342
32,8,8,0.4605723023414612,10.960123062133789,32.658843994140625,0.0,0,none,4,1.3553191423416138,32.658843994140625,0,0.5180937051773071,1468.5698205324754,872.3282217625476
33,8,8,0.3749983012676239,11.427186965942383,33.52861022949219,0.0,0,none,4,0.8697462677955627,33.52861022949219,0,0.5357151627540588,1467.70583000682,872.4281161719169
34,8,8,0.35275495052337646,11.849676132202148,34.04098129272461,0.0,0,none,4,0.5123410224914551,34.04098129272461,0,0.550116777420044,1467.1970698143605,872.4885842910727
35,8,8,0.3102618157863617,12.198503494262695,34.4202766418457,0.0,0,none,4,0.37938907742500305,34.4202766418457,0,0.5668103098869324,1466.8205098822061,872.5348303211647
