step,car_index,x,y,speed,distance_travelled,total_reward,lap_count,next_goal_idx,progress_delta,checkpoints_reached,checkpoint_streak,heading_error_norm,goal_distance_norm,lateral_offset_norm,no_progress_steps,reverse_speed_steps,reverse_progress_events,heading_away_steps,wall_hugging_steps,done,collided,terminated_reason
1,0,1500.685357087618,870.01394138229,0.31495162239999996,0.31500479578971863,0.013900634832680225,0,1,0,0,0,0.0014103448257234024,-0.8860493799229163,-0.9406751212311544,0,0,0,0,0,False,False,
1,1,1501.1377067566732,869.9936636278494,-0.13785245897500004,0.13784155249595642,0.01327702309936285,0,1,0,0,0,0.00031559409599045315,-0.8848417919079838,-0.9408115023492699,0,0,0,0,0,False,False,
1,2,1500.7811741361468,870.0104039026165,0.2190730469061575,0.2191178798675537,0.016646504402160645,0,1,0,0,0,-0.00065881945970495,-0.885793683437863,-0.940433182049522,0,0,0,0,0,False,False,
1,3,1500.685357087618,870.01394138229,0.31495162239999996,0.31500479578971863,0.012198224663734436,0,1,0,0,0,0.0014103448257234024,-0.8860493799229163,-0.9406751212311544,0,0,0,0,0,False,False,
1,4,1500.85205995549,870.0070342799386,0.14810718370120507,0.1481156200170517,0.01523619331419468,0,1,0,0,0,-0.0006604745309683974,-0.8856043441616137,-0.9403373611554673,0,0,0,0,0,False,False,
1,5,1501.0746487806387,869.996565950656,-0.07472772675343578,0.07478518038988113,-0.00163574842736125,0,1,0,0,0,0.0003224314208567749,-0.8850099422458746,-0.9404602353008976,1,0,0,0,0,False,False,
1,6,1501.0405281073477,869.9981250080101,-0.04057145647051446,0.040571488440036774,-0.0005558996926993132,0,1,0,0,0,0.00015741684771689455,-0.8851011787015695,-0.9402772837132037,1,0,0,0,0,False,False,
1,7,1500.6854214295204,870.015324733192,0.31495162239999996,0.3149479925632477,0.012543265707790852,0,1,0,0,0,-0.0014098589619663926,-0.8860492286828147,-0.9405062411933108,0,0,0,0,0,False,False,
2,0,1500.685357087618,870.01394138229,0.0,0.31500479578971863,0.010292647406458855,0,1,0,0,0,0.0014103448257234024,-0.8860493799229163,-0.9406751212311544,1,0,0,0,0,False,False,
2,1,1500.958572360141,870.0021405124662,0.17933485325990267,0.3171195387840271,0.031219732016324997,0,1,0,0,0,-0.0005174914767757678,-0.8853198663967813,-0.9401839390974747,0,0,0,0,0,False,False,
2,2,1500.3389921114872,870.0315410180627,0.44268693292376216,0.6617635488510132,0.03303154557943344,0,1,0,0,0,-0.0008317138817804764,-0.8869740706595036,-0.9409755048691993,0,0,0,0,0,False,False,
2,3,1500.6166983194748,870.0169748673661,0.06872574826548725,0.3836761713027954,0.007612709887325764,0,1,0,0,0,0.0014928334650253167,-0.8862325031658224,-0.9407847063735645,1,0,0,0,0,False,False,
2,4,1500.6793010258998,870.0151660424646,0.17295020472632888,0.3210357427597046,0.023632684722542763,0,1,0,0,0,-0.0003579888764360501,-0.886065464474756,-0.9405719929934115,0,0,0,0,0,False,False,
2,5,1501.0759050672323,869.996508164599,-0.0012576148986858688,0.0760074108839035,-0.0015417836839333177,0,1,0,0,0,0.00032582346687617145,-0.8850066829908237,-0.9404675533644054,2,0,0,0,0,False,False,
2,6,1500.955804356122,870.0020644670113,0.08481528965330382,0.12538112699985504,-0.0002909563481807709,0,1,0,0,0,8.558018529924994e-06,-0.8853273377299498,-0.9402131613256809,2,0,0,0,0,False,False,
2,7,1500.6854214295204,870.015324733192,0.0,0.3149479925632477,0.014981693588197231,0,1,0,0,0,-0.0014098589619663926,-0.8860492286828147,-0.9405062411933108,1,0,0,0,0,False,False,
3,0,1500.3706902976398,870.0273330116609,0.31495162239999996,0.6298664808273315,0.025511786341667175,0,1,0,0,0,0.00254074796502045,-0.8868890047629279,-0.9412612809664144,0,0,0,0,0,False,False,
3,1,1500.4678568779027,870.0248364217097,0.4912400521178761,0.8083671927452087,0.04577486217021942,0,1,0,0,0,0.0001644079703213366,-0.8866298600718289,-0.9408805308408924,0,0,0,0,0,False,False,
3,2,1500.0206993225581,870.0475028938696,0.3186927689225064,0.9803993105888367,0.04738093167543411,0,1,0,0,0,-0.0023391583049071113,-0.887823760625355,-0.9412831958509325,0,0,0,0,0,False,False,
3,3,1500.2345814378182,870.034712406901,0.3825283408530605,0.7661688327789307,0.020161408931016922,0,1,0,0,0,7.183574870516117e-05,-0.887252483634809,-0.9413197254228268,0,0,0,0,0,False,False,
3,4,1500.4374329197506,870.0264044334214,0.24212906104707654,0.5632424354553223,0.03584286570549011,0,1,0,0,0,2.575979608441988e-05,-0.8867113490086902,-0.9409024492986837,0,0,0,0,0,False,False,
3,5,1501.096632780147,869.9955559293278,-0.020749574325387928,0.09678232669830322,0.0009103118209168315,0,1,0,0,0,0.0003624000324388514,-0.884951283216824,-0.9405846423805295,3,0,0,0,0,False,False,
3,6,1500.8512183834703,870.0069560949208,0.10470030419763303,0.23010927438735962,0.017242327332496643,0,1,0,0,0,-0.00016553712359931676,-0.8856066127851746,-0.9403519722695705,0,0,0,0,0,False,False,
3,7,1500.370872281256,870.0312419496108,0.31495162239999996,0.6299262642860413,0.026666119694709778,0,1,0,0,0,-0.0026284843633337432,-0.8868891635588755,-0.9407920137172526,0,0,0,0,0,False,False,
4,0,1500.1997031964695,870.0344003637335,0.1711330950808543,0.8010334968566895,0.04339686781167984,0,1,0,0,0,0.003332812140098124,-0.887345444020971,-0.9415981941763537,0,0,0,0,0,False,False,
4,1,1499.8893040965863,870.0532667358688,0.5792508986028383,1.387679100036621,0.060033731162548065,0,1,0,0,0,-0.0016943106654568711,-0.8881746863929002,-0.9415032165747735,0,0,0,0,0,False,False,
4,2,1500.0206993225581,870.0475028938696,0.0,0.9803993105888367,0.04703235626220703,0,1,0,0,0,-0.0023391583049071113,-0.887823760625355,-0.9412831958509325,1,0,0,0,0,False,False,
4,3,1499.7308144797435,870.0573791979689,0.5042766418001243,1.2704615592956543,0.029338514432311058,0,1,0,0,0,0.0009889914847516618,-0.8885972627979283,-0.9421185985382396,0,0,0,0,0,False,False,
4,4,1499.8849889674914,870.0495994698182,0.5529306738654236,1.116097331047058,0.053094372153282166,0,1,0,0,0,0.0029092748008313013,-0.8881856135182825,-0.9419724838239352,0,0,0,0,0,False,False,
