step,alive_cars,moving_cars,avg_current_speed,avg_current_speed_kph,avg_distance_travelled,max_distance_travelled,avg_checkpoints_reached,max_checkpoints_reached,dominant_termination_reason,best_car_index,best_car_speed,best_car_speed_kph,best_car_distance,best_car_checkpoints,best_car_reward,best_car_x,best_car_y
1,8,7,0.09167475998401642,0.33002912998199463,0.14481055736541748,0.24598126113414764,0.0,0,none,5,0.314951628446579,1.1338258624076845,0.24598126113414764,0,0.017674703150987625,1500.754317579364,870.0111927166868
2,8,6,0.10691282153129578,0.38488614559173584,0.3114537298679352,0.5063594579696655,0.0,0,none,2,0.39310622215270996,1.415182399749756,0.5063594579696655,0,0.033404573798179626,1500.4942504873354,870.0250694126404
3,8,7,0.2131173461675644,0.7672224044799805,0.5650243759155273,1.0539109706878662,0.0,0,none,2,0.7011761665344238,2.5242341995239257,1.0539109706878662,0,0.04782020300626755,1499.9476412863016,870.0568034098587
4,8,6,0.22794488072395325,0.8206015229225159,0.8181872963905334,1.4409078359603882,0.0,0,none,4,0.8463724851608276,3.0469409465789794,1.4409078359603882,0,0.07057194411754608,1499.5600319827836,870.0521375594019
5,8,4,0.18246416747570038,0.65687096118927,1.0072722434997559,2.203259229660034,0.0,0,none,4,0.9762342572212219,3.514443325996399,2.203259229660034,0,0.0880563035607338,1498.7978614451515,870.0669808125944
6,8,5,0.21877704560756683,0.7875973582267761,1.2342088222503662,2.632640838623047,0.0,0,none,4,0.5498118996620178,1.9793228387832642,2.632640838623047,0,0.10335811227560043,1498.3685877850648,870.0741363112442
7,8,6,0.32359370589256287,1.1649372577667236,1.5505294799804688,3.2672247886657715,0.0,0,none,4,0.8127745389938354,2.9259883403778075,3.2672247886657715,0,0.12265590578317642,1497.7339770023857,870.083076152811
8,8,7,0.27349504828453064,0.9845821261405945,1.804826021194458,3.596820592880249,0.0,0,none,2,0.5198574066162109,1.8714866638183594,3.596820592880249,0,0.12066395580768585,1497.4098087663172,870.2171621635565
9,8,7,0.24261435866355896,0.8734116554260254,2.0788521766662598,4.241398334503174,0.0,0,none,2,0.8255486488342285,2.971975135803223,4.241398334503174,0,0.13640840351581573,1496.7665487840225,870.2594538502177
10,8,7,0.3393007218837738,1.221482515335083,2.34379243850708,4.476257801055908,0.0,0,none,2,0.30073899030685425,1.0826603651046753,4.476257801055908,0,0.15367764234542847,1496.5321964200364,870.2745639801577
11,8,7,0.3271264433860779,1.1776552200317383,2.599234104156494,4.850347995758057,0.0,0,none,4,0.7842828631401062,2.8234183073043826,4.850347995758057,0,0.18865735828876495,1496.1510234143514,870.1018127633694
12,8,8,0.4041493535041809,1.4549375772476196,2.914813756942749,5.697404861450195,0.0,0,none,4,1.0847607851028442,3.9051388263702393,5.697404861450195,0,0.20906689763069153,1495.303973776686,870.1061078213451
13,8,8,0.3525485694408417,1.2691748142242432,3.2061405181884766,6.366352081298828,0.0,0,none,4,0.8566237092018127,3.083845353126526,6.366352081298828,0,0.22873252630233765,1494.6350610524498,870.1076023471107
14,8,8,0.47689956426620483,1.7168383598327637,3.5785295963287354,7.268725872039795,0.0,0,none,4,1.155616283416748,4.160218620300293,7.268725872039795,0,0.24530582129955292,1493.7327017146008,870.1002046775408
15,8,8,0.606464147567749,2.1832709312438965,4.052079200744629,8.045872688293457,0.0,0,none,4,0.9952191710472107,3.5827890157699587,8.045872688293457,0,0.2641681432723999,1492.9557309828883,870.0839909832431
16,8,8,0.7429112792015076,2.674480438232422,4.632223606109619,9.054195404052734,0.0,0,none,4,1.2912951707839966,4.6486626148223875,9.054195404052734,0,0.28393319249153137,1491.948148824608,870.0449654095166
17,8,8,0.8789550065994263,3.1642379760742188,5.320899963378906,10.288643836975098,0.0,0,none,4,1.580828309059143,5.690981912612915,10.288643836975098,0,0.30002811551094055,1490.714772641748,869.9940590877017
18,8,8,0.9452766180038452,3.4029958248138428,6.059018135070801,11.74380111694336,0.0,0,none,4,1.8635519742965698,6.708787107467652,11.74380111694336,0,0.31604382395744324,1489.2618488585845,869.9127418726201
19,8,8,0.8227922916412354,2.9620521068573,6.70150899887085,13.144501686096191,0.0,0,none,4,1.7938244342803955,6.457767963409424,13.144501686096191,0,0.32955440878868103,1487.8629986571357,869.8398272706247
20,0,8,0.8231946229934692,2.963500499725342,7.358450412750244,14.629865646362305,0.0,0,max_steps,4,1.9020874500274658,6.847514820098877,14.629865646362305,0,0.35161375999450684,1486.3786980360621,869.7856543138872
