training_iteration,episode_reward_mean,episode_len_mean,timesteps_total,time_total_s,evaluation_episode_reward_mean,evaluation_episode_len_mean
1.0,-2.3195933365026296,227.0,256.0,27.167881727218628,-0.9000000000000007,300.0
