training_iteration,timesteps_total,episode_reward_mean,episode_len_mean,avg_speed_kph,avg_distance_travelled,avg_checkpoints_reached,alive_cars,samples_per_second,iteration_wall_time_s,policy_loss,value_loss,entropy
1,2048,0.012288572266697884,64.0,1.986007809638977,0.3160119652748108,0.0,32,590.294015706858,3.4694575000012264,0.0031724129512440413,0.006461822442361154,687.2978515625
