step,alive_cars,moving_cars,avg_current_speed,avg_current_speed_kph,avg_distance_travelled,max_distance_travelled,avg_checkpoints_reached,max_checkpoints_reached,dominant_termination_reason,best_car_index,checkpoint_death_distribution
1,8,0,0.047703806310892105,0.17173372209072113,0.0006208437844179571,0.0006208437262102962,0.0,0,active,0,{}
2,8,0,0.09531574696302414,0.34313660860061646,0.001861335476860404,0.0018613353604450822,0.0,0,active,0,{}
3,8,0,0.14283238351345062,0.5141965746879578,0.0037202348466962576,0.0037202348466962576,0.0,0,active,0,{}
4,8,0,0.19025395810604095,0.6849141716957092,0.006196304690092802,0.006196304224431515,0.0,0,active,0,{}
5,8,0,0.2375805526971817,0.8552899956703186,0.009288310073316097,0.009288309141993523,0.0,0,active,0,{}
6,8,0,0.2848123610019684,1.0253244638442993,0.012995013035833836,0.01299501396715641,0.0,0,active,0,{}
7,8,0,0.3319495916366577,1.1950186491012573,0.01731519214808941,0.01731519028544426,0.0,0,active,0,{}
8,8,0,0.37899237871170044,1.3643724918365479,0.02224760875105858,0.02224760688841343,0.0,0,active,0,{}
9,8,0,0.42594096064567566,1.533387303352356,0.027791038155555725,0.027791038155555725,0.0,0,active,0,{}
10,8,0,0.47279542684555054,1.7020634412765503,0.033944252878427505,0.033944256603717804,0.0,0,active,0,{}
11,8,0,0.5195559859275818,1.8704012632369995,0.04070604220032692,0.04070604592561722,0.0,0,active,0,{}
12,8,0,0.5662227272987366,2.0384018421173096,0.048075176775455475,0.04807518050074577,0.0,0,active,0,{}
13,8,0,0.612795889377594,2.2060651779174805,0.05605044588446617,0.05605044215917587,0.0,0,active,0,{}
14,8,0,0.6592755913734436,2.373392105102539,0.06463062018156052,0.06463062018156052,0.0,0,active,0,{}
15,8,0,0.7056621313095093,2.5403833389282227,0.0738145038485527,0.0738144963979721,0.0,0,active,0,{}
16,8,0,0.7519554495811462,2.7070393562316895,0.08360087126493454,0.08360086381435394,0.0,0,active,0,{}
17,8,0,0.7981558442115784,2.873361349105835,0.09398850798606873,0.09398850798606873,0.0,0,active,0,{}
18,8,8,0.8442636132240295,3.039348840713501,0.10497622936964035,0.10497622191905975,0.0,0,active,0,{}
19,8,8,0.8902787566184998,3.205003499984741,0.11656279116868973,0.11656279861927032,0.0,0,active,0,{}
20,8,8,0.9362014532089233,3.3703248500823975,0.12874704599380493,0.12874704599380493,0.0,0,active,0,{}
21,8,8,0.9820318818092346,3.5353147983551025,0.14152775704860687,0.14152775704860687,0.0,0,active,0,{}
22,8,8,1.0277701616287231,3.69997239112854,0.15490372478961945,0.15490372478961945,0.0,0,active,0,{}
23,8,8,1.0734165906906128,3.8642995357513428,0.16887377202510834,0.16887375712394714,0.0,0,active,0,{}
24,8,8,1.1189712285995483,4.028296947479248,0.18343664705753326,0.18343666195869446,0.0,0,active,0,{}
25,8,8,1.1644343137741089,4.191963195800781,0.19859124720096588,0.19859124720096588,0.0,0,active,0,{}
26,8,8,1.2098058462142944,4.3553009033203125,0.2143363654613495,0.2143363356590271,0.0,0,active,0,{}
27,8,8,1.255086064338684,4.518310070037842,0.23067070543766022,0.2306707203388214,0.0,0,active,0,{}
28,8,8,1.3002753257751465,4.6809916496276855,0.24759319424629211,0.2475932240486145,0.0,0,active,0,{}
29,8,8,1.3453733921051025,4.8433451652526855,0.26510265469551086,0.26510265469551086,0.0,0,active,0,{}
30,8,8,1.3903809785842896,5.005371570587158,0.2831978499889374,0.2831978499889374,0.0,0,active,0,{}
31,8,8,1.435297966003418,5.167072772979736,0.30187761783599854,0.30187761783599854,0.0,0,active,0,{}
32,8,8,1.4801244735717773,5.3284478187561035,0.32114076614379883,0.32114076614379883,0.0,0,active,0,{}
33,8,8,1.5248605012893677,5.489498138427734,0.34098613262176514,0.34098613262176514,0.0,0,active,0,{}
34,8,8,1.5695065259933472,5.650223255157471,0.36141255497932434,0.36141255497932434,0.0,0,active,0,{}
35,8,8,1.6140625476837158,5.810626029968262,0.3824188709259033,0.3824188709259033,0.0,0,active,0,{}
36,8,8,1.6585290431976318,5.970703601837158,0.40400388836860657,0.40400388836860657,0.0,0,active,0,{}
37,8,8,1.7029056549072266,6.130459785461426,0.42616647481918335,0.42616644501686096,0.0,0,active,0,{}
