training_iteration,episode_reward_mean,episode_len_mean,timesteps_total,time_total_s,evaluation_episode_reward_mean,evaluation_episode_len_mean,policy_entropy,value_loss,kl_value,sample_time_s,learner_update_time_s,sync_weights_time_s,samples_per_second,iteration_wall_time_s
1.0,0.508641858776622,42.0,512.0,13.268459796905518,0.7709058353722834,42.0,0.002,0.004069352988153696,0.009824974462389946,512.0,0.20275739999487996,0.0,38.465424879433584,13.310655000037514
