step,alive_cars,moving_cars,avg_current_speed,avg_current_speed_kph,avg_distance_travelled,max_distance_travelled,avg_checkpoints_reached,max_checkpoints_reached,dominant_termination_reason,best_car_index,checkpoint_death_distribution
1,8,0,0.03560292720794678,0.12817053496837616,0.0012462970335036516,0.0030770315788686275,0.0,0,active,7,{}
2,8,0,0.11055853962898254,0.3980107307434082,0.0036390209570527077,0.007650348357856274,0.0,0,active,1,{}
3,8,0,0.04111012816429138,0.1479964554309845,0.005231884773820639,0.009951965883374214,0.0,0,active,1,{}
4,8,0,0.05884483456611633,0.2118413895368576,0.00713684968650341,0.012578366324305534,0.0,0,active,7,{}
5,8,0,0.0680655688047409,0.2450360506772995,0.009456477127969265,0.01771729625761509,0.0,0,active,7,{}
6,8,0,0.11894071102142334,0.4281865954399109,0.012528842315077782,0.02238745614886284,0.0,0,active,7,{}
7,8,0,0.10003091394901276,0.3601112961769104,0.015592020004987717,0.025744926184415817,0.0,0,active,7,{}
8,8,0,0.03269483521580696,0.11770141124725342,0.01887504942715168,0.0321439765393734,0.0,0,active,5,{}
9,8,0,0.1258470118045807,0.4530492424964905,0.02258330024778843,0.040070097893476486,0.0,0,active,5,{}
10,8,0,0.2122097909450531,0.7639551758766174,0.027110788971185684,0.050289418548345566,0.0,0,active,5,{}
11,8,1,0.24918922781944275,0.8970811367034912,0.031614478677511215,0.06266215443611145,0.0,0,active,5,{}
12,8,1,0.22687844932079315,0.8167623281478882,0.035987190902233124,0.0736599862575531,0.0,0,active,5,{}
13,8,1,0.2712114751338959,0.9763613939285278,0.04145972430706024,0.08720441907644272,0.0,0,active,5,{}
14,8,1,0.1803138256072998,0.6491297483444214,0.04556684195995331,0.09711727499961853,0.0,0,active,5,{}
15,8,2,0.18606728315353394,0.6698422431945801,0.05014362931251526,0.10820114612579346,0.0,0,active,5,{}
16,8,1,0.09985825419425964,0.35948970913887024,0.0540572889149189,0.1161549761891365,0.0,0,active,5,{}
17,8,1,0.08777985721826553,0.31600743532180786,0.058345258235931396,0.1266520917415619,0.0,0,active,5,{}
18,8,0,0.09281080961227417,0.33411893248558044,0.06254175305366516,0.1373719871044159,0.0,0,active,5,{}
19,8,0,0.10173560678958893,0.36624816060066223,0.06657589226961136,0.14298337697982788,0.0,0,active,5,{}
20,8,0,0.04083268344402313,0.1469976007938385,0.06865867972373962,0.14479054510593414,0.0,0,active,5,{}
21,8,0,0.14274951815605164,0.5138981938362122,0.0715612918138504,0.14678332209587097,0.0,0,active,5,{}
22,8,0,0.183445543050766,0.6604039072990417,0.07469961792230606,0.15131865441799164,0.0,0,active,3,{}
23,8,0,0.1535974144935608,0.5529506802558899,0.07813167572021484,0.15540960431098938,0.0,0,active,3,{}
24,8,0,0.09273575991392136,0.3338487148284912,0.08088894188404083,0.16080614924430847,0.0,0,active,3,{}
25,8,0,0.07756420224905014,0.2792311906814575,0.08406584709882736,0.16634556651115417,0.0,0,active,3,{}
26,8,0,0.0353095643222332,0.127114400267601,0.08717039972543716,0.16792991757392883,0.0,0,active,3,{}
27,8,1,0.05082624405622482,0.1829744577407837,0.09008616954088211,0.1684604287147522,0.0,0,active,3,{}
28,8,1,0.09800529479980469,0.3528190553188324,0.09313534945249557,0.16948369145393372,0.0,0,active,3,{}
29,8,1,0.02443946897983551,0.08798211812973022,0.09664082527160645,0.17150147259235382,0.0,0,active,3,{}
30,8,1,0.030904922634363174,0.11125768721103668,0.10062889009714127,0.17425881326198578,0.0,0,active,3,{}
31,8,1,0.0649854838848114,0.2339477837085724,0.10557034611701965,0.17742440104484558,0.0,0,active,3,{}
32,8,1,0.1357302963733673,0.48862898349761963,0.10958795994520187,0.17756077647209167,0.0,0,active,3,{}
33,8,0,0.14128121733665466,0.5086122751235962,0.11358309537172318,0.17849694192409515,0.0,0,active,3,{}
34,8,0,0.1630546748638153,0.5869967937469482,0.11806800961494446,0.17902188003063202,0.0,0,active,3,{}
35,8,0,0.23677855730056763,0.8524026870727539,0.12310750037431717,0.18024906516075134,0.0,0,active,0,{}
36,8,0,0.2619982063770294,0.9431935548782349,0.12795527279376984,0.18678709864616394,0.0,0,active,0,{}
37,8,0,0.19173522293567657,0.6902468204498291,0.13232453167438507,0.18838688731193542,0.0,0,active,0,{}
38,8,0,0.14114585518836975,0.5081250667572021,0.13600146770477295,0.19287189841270447,0.0,0,active,0,{}
39,8,0,0.12230068445205688,0.44028240442276,0.1402597874403,0.19401736557483673,0.0,0,active,0,{}
40,0,0,0.10718265175819397,0.38585755228996277,0.14481890201568604,0.19523799419403076,0.0,0,max_steps,0,{'0': 8}
