step,car_index,x,y,heading_deg,speed,speed_kph,distance_travelled,lap_count,next_goal_idx,current_checkpoint_index,progress_delta,positive_progress_total,time_since_last_checkpoint,throttle,brake,steering,minimum_wall_distance_ratio,heading_error_norm,goal_distance_norm,lateral_offset_norm,no_progress_steps,reverse_speed_steps,reverse_progress_events,heading_away_steps,wall_hugging_steps,moving,alive,termination_reason
1,0,1500.9971923828125,870.0001220703125,-177.33641052246094,0.2150508612394333,0.7741830945014954,0.002798790577799082,0,1,0,0,0,1,0.8080577850341797,0.0,0.41946566104888916,0.018783926963806152,-6.6121419877163135e-06,-0.8852168917655945,-0.9401547312736511,0,0,0,0,0,False,True,active
1,1,1500.9989013671875,870.0000610351562,-177.336669921875,0.08793196827173233,0.31655508279800415,0.0011443953262642026,0,1,0,0,0,1,0.3304058313369751,0.0,0.5791847705841064,0.018783777952194214,-3.899468538293149e-06,-0.8852123022079468,-0.9401547312736511,1,0,0,0,0,False,True,active
1,2,1500.998779296875,870.0000610351562,-177.3367919921875,0.08994337171316147,0.3237961232662201,0.0011705724755302072,0,1,0,0,0,1,0.33796370029449463,0.0,0.36062371730804443,0.018783777952194214,-2.373589495618944e-06,-0.8852126598358154,-0.9401547312736511,1,0,0,0,0,False,True,active
1,3,1500.9974365234375,870.0001220703125,-177.3372039794922,0.19512490928173065,0.7024496793746948,0.0025394633412361145,0,1,0,0,0,1,0.7331855297088623,0.0,-0.15557998418807983,0.0187838077545166,2.2040474050299963e-06,-0.885216236114502,-0.9401547312736511,0,0,0,0,0,False,True,active
1,4,1500.999267578125,870.0000610351562,-177.3369903564453,0.053146783262491226,0.19132842123508453,0.0006916815764270723,0,1,0,0,0,1,0.19969987869262695,0.0,0.027758479118347168,0.018783777952194214,-5.086263286102621e-07,-0.8852113485336304,-0.9401473999023438,1,0,0,0,0,False,True,active
1,5,1500.999267578125,870.0000610351562,-177.3369903564453,0.05898473039269447,0.21234501898288727,0.0007676598033867776,0,1,0,0,0,1,0.22163605690002441,0.0,0.04490375518798828,0.018783777952194214,-5.086263286102621e-07,-0.8852113485336304,-0.9401473999023438,1,0,0,0,0,False,True,active
1,6,1501.0001220703125,870.0,-177.33697509765625,-0.005632973741739988,-0.020278705283999443,7.331062806770205e-05,0,1,0,0,0,1,-0.05644261837005615,0.05644261837005615,-0.7348113656044006,0.01878371834754944,-3.3908420959960495e-07,-0.8852090239524841,-0.9401473999023438,1,0,0,0,0,False,True,active
1,7,1501.000244140625,870.0,-177.33697509765625,-0.01709074154496193,-0.061526667326688766,0.00022242833802010864,0,1,0,0,0,1,-0.17124992609024048,0.17124992609024048,-0.30476051568984985,0.01878371834754944,-5.086263286102621e-07,-0.8852087259292603,-0.9401473999023438,1,0,0,0,0,False,True,active
2,0,1500.9921875,870.0003662109375,-177.3352813720703,0.3803139626979828,1.369130253791809,0.007748406380414963,0,1,0,0,0,2,0.6225976943969727,0.0,0.20146453380584717,0.018783926963806152,-1.915825851028785e-05,-0.8852302432060242,-0.9401620030403137,0,0,0,0,0,False,True,active
2,1,1500.99560546875,870.0001831054688,-177.3369598388672,0.2520521581172943,0.9073877334594727,0.00442474102601409,0,1,0,0,0,2,0.6173461675643921,0.0,-0.5247863531112671,0.018783777952194214,-3.3908420959960495e-07,-0.8852211236953735,-0.9401620030403137,0,0,0,0,0,False,True,active
