step,alive_cars,moving_cars,avg_current_speed,avg_current_speed_kph,avg_distance_travelled,max_distance_travelled,avg_checkpoints_reached,max_checkpoints_reached,dominant_termination_reason,best_car_index,checkpoint_death_distribution
1,8,0,0.08468236774206161,0.3048565089702606,0.0011760377092286944,0.002798790577799082,0.0,0,active,0,{}
2,8,0,0.18560896813869476,0.6681922674179077,0.00386872049421072,0.007748406380414963,0.0,0,active,0,{}
3,8,0,0.09356795251369476,0.3368445634841919,0.0058952877297997475,0.013543253764510155,0.0,0,active,0,{}
4,8,0,0.11625402420759201,0.4185144901275635,0.008604314178228378,0.018601588904857635,0.0,0,active,0,{}
5,8,0,0.16748914122581482,0.6029607653617859,0.012205397710204124,0.024510251358151436,0.0,0,active,0,{}
6,8,0,0.11044014990329742,0.39758455753326416,0.014414394274353981,0.031138530001044273,0.0,0,active,0,{}
7,8,0,0.1453520953655243,0.5232675075531006,0.01680445484817028,0.03632800281047821,0.0,0,active,0,{}
8,8,0,0.1930677890777588,0.6950439214706421,0.01957903802394867,0.043816179037094116,0.0,0,active,0,{}
9,8,0,0.013262739405035973,0.04774586111307144,0.02143535204231739,0.05193186178803444,0.0,0,active,0,{}
10,8,1,0.08147315680980682,0.29330331087112427,0.02420056238770485,0.06288345903158188,0.0,0,active,0,{}
11,8,1,0.19194632768630981,0.6910068392753601,0.02724260650575161,0.07698039710521698,0.0,0,active,0,{}
12,8,1,0.2808956205844879,1.0112242698669434,0.030898334458470345,0.09186454117298126,0.0,0,active,0,{}
13,8,0,0.1627800017595291,0.5860080122947693,0.0336914025247097,0.10088571906089783,0.0,0,active,0,{}
14,8,1,0.110138900578022,0.3965000510215759,0.03706522658467293,0.11287911981344223,0.0,0,active,0,{}
15,8,0,0.10395313054323196,0.3742312788963318,0.03999973088502884,0.12109365314245224,0.0,0,active,0,{}
16,8,0,0.1470121294260025,0.5292435884475708,0.04345428943634033,0.1299562156200409,0.0,0,active,0,{}
17,8,0,0.23865249752998352,0.8591489791870117,0.04674965515732765,0.13907578587532043,0.0,0,active,0,{}
18,8,1,0.2538893222808838,0.9140015840530396,0.05085464194417,0.1501050442457199,0.0,0,active,0,{}
19,8,1,0.2722092866897583,0.9799532890319824,0.054923467338085175,0.16416803002357483,0.0,0,active,0,{}
20,8,1,0.36861640214920044,1.3270190954208374,0.059720851480960846,0.1751987636089325,0.0,0,active,0,{}
21,8,0,0.19809122383594513,0.713128387928009,0.06285996735095978,0.18350794911384583,0.0,0,active,0,{}
22,8,0,0.19138050079345703,0.6889697313308716,0.06658914685249329,0.18698400259017944,0.0,0,active,0,{}
23,8,0,0.13388332724571228,0.48197996616363525,0.0700790137052536,0.18717637658119202,0.0,0,active,0,{}
24,8,0,0.1430831253528595,0.5150991678237915,0.07423150539398193,0.18849502503871918,0.0,0,active,0,{}
25,8,0,0.1550453007221222,0.5581631064414978,0.0781644657254219,0.19317515194416046,0.0,0,active,0,{}
26,8,0,0.12919791042804718,0.4651123285293579,0.08228132128715515,0.19891436398029327,0.0,0,active,0,{}
27,8,0,0.10960877686738968,0.3945915997028351,0.08588827401399612,0.20060166716575623,0.0,0,active,0,{}
28,8,0,0.19859829545021057,0.7149538397789001,0.09076149016618729,0.2056562900543213,0.0,0,active,0,{}
29,8,1,0.25104206800460815,0.9037514328956604,0.0961533784866333,0.21244561672210693,0.0,0,active,0,{}
30,8,2,0.28456825017929077,1.024445652961731,0.1019010990858078,0.22037635743618011,0.0,0,active,0,{}
31,8,2,0.3799571096897125,1.3678455352783203,0.10743974894285202,0.2298477590084076,0.0,0,active,0,{}
32,8,2,0.4184146821498871,1.5062929391860962,0.1135447770357132,0.24208880960941315,0.0,0,active,0,{}
33,8,1,0.43105852603912354,1.5518107414245605,0.11940595507621765,0.24904291331768036,0.0,0,active,0,{}
34,8,1,0.37920722365379333,1.3651459217071533,0.12488113343715668,0.25359272956848145,0.0,0,active,0,{}
35,8,0,0.37485271692276,1.3494699001312256,0.1300654113292694,0.2562735080718994,0.0,0,active,0,{}
36,8,1,0.3977847099304199,1.4320249557495117,0.1356385052204132,0.2596698999404907,0.0,0,active,0,{}
37,8,1,0.39292827248573303,1.4145417213439941,0.1417359709739685,0.26582321524620056,0.0,0,active,0,{}
38,8,0,0.28397828340530396,1.0223218202590942,0.14623066782951355,0.27079227566719055,0.0,0,active,1,{}
39,8,0,0.3114386796951294,1.121179223060608,0.15028390288352966,0.27979063987731934,0.0,0,active,1,{}
40,0,1,0.3427361249923706,1.233850121498108,0.15486612915992737,0.2897395193576813,0.0,0,max_steps,1,{'0': 8}
