training_iteration,episode_reward_mean,episode_len_mean,timesteps_total,time_total_s,evaluation_episode_reward_mean,evaluation_episode_len_mean
1.0,0.0,0.0,512.0,53.26992583274841,3.696251832239702,99.0
2.0,6.053493676597024,300.0,1024.0,96.38029026985168,0.5840888467518255,62.0
